id_transaksi,waktu,Nama_Produk,kategori,type,nominal
TRX-1f9b9f178397,2024-05-25 22:04:22,Masker,Kesehatan,pengeluaran,2829
TRX-abb3c4d7d715,2024-05-25 22:27:36,Kopi Susu,Minuman & Bahan Minuman,pemasukan,25237
TRX-ec98943d1eea,2024-05-26 02:05:47,Teh,Minuman & Bahan Minuman,pengeluaran,3535
TRX-3a99d6b7e74e,2024-05-26 03:22:21,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22150
TRX-7203f6d46ec2,2024-05-26 12:32:49,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25994
TRX-b596f4a7b311,2024-05-26 18:49:29,Beras,Makanan & Bahan Makanan,pengeluaran,15643
TRX-93dc772a7fe7,2024-05-26 21:33:08,Soto Ayam,Makanan & Bahan Makanan,pemasukan,24177
TRX-3a18c70d7df2,2024-05-26 22:06:05,Bakso,Makanan & Bahan Makanan,pemasukan,28372
TRX-ad91b6cd5ac7,2024-05-27 00:33:16,Es Teh,Minuman & Bahan Minuman,pemasukan,9639
TRX-cc69e32be5b7,2024-05-27 03:17:40,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,17580
TRX-55766d29f0fa,2024-05-27 03:37:50,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11245
TRX-9bf89f75dc2c,2024-05-27 10:50:10,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18913
TRX-106f589c4a6c,2024-05-27 13:54:44,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18944
TRX-bb86f6fe0d80,2024-05-27 14:50:02,Bakso,Makanan & Bahan Makanan,pemasukan,32347
TRX-ab0608f7bbf3,2024-05-27 16:49:32,Es Teh,Minuman & Bahan Minuman,pemasukan,7915
TRX-667850f19227,2024-05-27 20:42:20,Es Teh,Minuman & Bahan Minuman,pemasukan,9476
TRX-1716d5a300cf,2024-05-28 00:03:11,Mie Ayam,Makanan & Bahan Makanan,pemasukan,29537
TRX-df09376334c0,2024-05-28 04:53:53,Kopi,Minuman & Bahan Minuman,pengeluaran,9798
TRX-961da2de43db,2024-05-28 05:23:35,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27784
TRX-4509638fa48d,2024-05-28 08:12:50,Beras,Makanan & Bahan Makanan,pengeluaran,12392
TRX-9aee6dd72ab6,2024-05-28 09:29:37,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28360
TRX-351e1bf4ecdc,2024-05-29 00:17:29,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21544
TRX-edf8e40e445d,2024-05-29 07:50:47,Susu,Minuman & Bahan Minuman,pengeluaran,10543
TRX-e46234d9ebd5,2024-05-29 08:37:29,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20739
TRX-8abf11080dcf,2024-05-29 10:52:03,Masker,Kesehatan,pengeluaran,2245
TRX-1da128f2bd85,2024-05-29 11:13:51,Susu,Minuman & Bahan Minuman,pengeluaran,12161
TRX-8cff327d260d,2024-05-29 12:21:42,Es Teh,Minuman & Bahan Minuman,pemasukan,9843
TRX-e357f4ca2319,2024-05-29 17:56:43,Masker,Kesehatan,pengeluaran,2517
TRX-6555a21f4657,2024-05-29 18:50:01,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30638
TRX-8d45aafea4bb,2024-05-30 00:45:21,Vitamin,Kesehatan,pengeluaran,19916
TRX-e62f9ca42c47,2024-05-30 01:20:31,Es Teh,Minuman & Bahan Minuman,pemasukan,9704
TRX-d711e069a9f4,2024-05-30 02:01:54,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18187
TRX-473d4ad3c41a,2024-05-30 04:22:51,Es Teh,Minuman & Bahan Minuman,pemasukan,9658
TRX-2e5a9581df58,2024-05-30 06:41:23,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,22653
TRX-48983c6d6d7f,2024-05-30 06:52:03,Cabai,Makanan & Bahan Makanan,pengeluaran,21761
TRX-e4c2f1d97f9a,2024-05-30 10:00:13,Es Teh,Minuman & Bahan Minuman,pemasukan,6340
TRX-943a1eb3a90b,2024-05-30 10:33:54,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18334
TRX-893a867fbff8,2024-05-30 11:07:55,Bakso,Makanan & Bahan Makanan,pemasukan,27708
TRX-292448f965c0,2024-05-30 11:12:26,Vitamin,Kesehatan,pengeluaran,20432
TRX-1ffcf9b57a31,2024-05-30 15:08:28,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,6607
TRX-6ecc225a70ac,2024-05-30 19:52:18,Vitamin,Kesehatan,pengeluaran,14272
TRX-9701bfcfe357,2024-05-30 20:08:41,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14116
TRX-3b15d6ec7588,2024-05-30 20:23:34,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11594
TRX-06f1526b99d7,2024-05-31 03:06:56,Vitamin,Kesehatan,pengeluaran,15790
TRX-9b03d41543e7,2024-05-31 04:19:36,Mie Ayam,Makanan & Bahan Makanan,pemasukan,28312
TRX-3f5c91773de4,2024-05-31 05:21:51,Kopi Susu,Minuman & Bahan Minuman,pemasukan,24842
TRX-3c05487e309e,2024-05-31 07:32:39,Bakso,Makanan & Bahan Makanan,pemasukan,29270
TRX-3c4339270982,2024-05-31 09:08:54,Bakso,Makanan & Bahan Makanan,pemasukan,27739
TRX-5d6843d5d56d,2024-05-31 10:18:43,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,31605
TRX-700d559f76f2,2024-05-31 11:18:46,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,20037
TRX-b153c70fc924,2024-05-31 12:22:15,Vitamin,Kesehatan,pengeluaran,10565
TRX-0a0df0270f11,2024-05-31 16:28:50,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25581
TRX-20894a25c1ad,2024-05-31 18:33:32,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22784
TRX-208d6b9fb58a,2024-05-31 19:17:19,Es Teh,Minuman & Bahan Minuman,pemasukan,7140
TRX-c334931467d2,2024-05-31 20:57:13,Masker,Kesehatan,pengeluaran,4863
TRX-1ab6c865e243,2024-05-31 21:00:45,Es Teh,Minuman & Bahan Minuman,pemasukan,9051
TRX-ad6fb4a8100b,2024-06-01 00:29:37,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,8378
TRX-a6419ea4e28f,2024-06-01 01:29:51,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22867
TRX-3bc15bee8c2b,2024-06-01 02:00:15,Pulpen,ATK/Administrasi,pengeluaran,3314
TRX-d57083a9ea4f,2024-06-01 05:34:09,Vitamin,Kesehatan,pengeluaran,21055
TRX-49f12984954b,2024-06-01 05:47:40,Gas LPG,Makanan & Bahan Makanan,pengeluaran,33624
TRX-dbaf4ea2ba82,2024-06-01 09:55:13,Es Teh,Minuman & Bahan Minuman,pemasukan,7481
TRX-592e0b824047,2024-06-01 15:08:14,Es Teh,Minuman & Bahan Minuman,pemasukan,6627
TRX-628830e3c1e9,2024-06-01 15:18:43,Susu,Minuman & Bahan Minuman,pengeluaran,17234
TRX-187461e590bc,2024-06-01 17:10:20,Gas LPG,Makanan & Bahan Makanan,pengeluaran,28985
TRX-e3e4ff699904,2024-06-01 19:25:07,Masker,Kesehatan,pengeluaran,2102
TRX-ba13c8c8c0fa,2024-06-01 21:42:01,Teh,Minuman & Bahan Minuman,pengeluaran,3451
TRX-f6bc27644679,2024-06-01 22:06:05,Teh,Makanan & Bahan Makanan,pengeluaran,2847
TRX-efbbc92218c6,2024-06-01 23:24:59,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,29986
TRX-0068ae487505,2024-06-01 23:49:55,Masker,Kesehatan,pengeluaran,3185
TRX-cf47b4ac90c3,2024-06-02 05:51:58,Masker,Kesehatan,pengeluaran,3903
TRX-3ca8febc5c9d,2024-06-02 09:10:54,Vitamin,Kesehatan,pengeluaran,19719
TRX-e069df7144bc,2024-06-02 13:23:36,Es Teh,Minuman & Bahan Minuman,pemasukan,7136
TRX-2b4c2f1e8bf9,2024-06-02 18:09:10,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12806
TRX-bac4289de996,2024-06-02 19:11:21,Mie Ayam,Makanan & Bahan Makanan,pemasukan,20951
TRX-847a559e6038,2024-06-02 22:53:40,Vitamin,Kesehatan,pengeluaran,12348
TRX-b1bf43c7d91a,2024-06-03 00:34:20,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14837
TRX-18d3570fa930,2024-06-03 00:58:47,Vitamin,Kesehatan,pengeluaran,13133
TRX-f299a3a83769,2024-06-03 02:05:05,Bakso,Makanan & Bahan Makanan,pemasukan,27967
TRX-9c688c4c0f66,2024-06-03 02:36:22,Es Teh,Minuman & Bahan Minuman,pemasukan,9429
TRX-bddd13db5c5a,2024-06-03 08:35:03,Beras,Makanan & Bahan Makanan,pengeluaran,12994
TRX-d7a25af5e942,2024-06-03 11:20:34,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,24777
TRX-5a60a540cbc6,2024-06-03 11:42:54,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10106
TRX-310489203aab,2024-06-03 21:43:56,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28804
TRX-6cdbb36be749,2024-06-03 23:38:40,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14486
TRX-e7b4eef4c91a,2024-06-03 23:46:09,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25392
TRX-ec169d63786a,2024-06-04 04:01:17,Es Teh,Minuman & Bahan Minuman,pemasukan,7259
TRX-1b596751419c,2024-06-04 05:30:19,Cabai,Makanan & Bahan Makanan,pengeluaran,23986
TRX-33bc00ab7afc,2024-06-04 06:19:53,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10738
TRX-890e3cd4c7fc,2024-06-04 06:56:57,Teh,Minuman & Bahan Minuman,pengeluaran,3864
TRX-f2338e0c1544,2024-06-04 09:24:13,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22111
TRX-0c5b619a2318,2024-06-04 10:05:35,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29218
TRX-66fe0d79c7f7,2024-06-04 10:17:05,Bakso,Makanan & Bahan Makanan,pemasukan,31049
TRX-0008409eefd1,2024-06-04 16:19:28,Masker,Kesehatan,pengeluaran,4257
TRX-bfa8799a5f9f,2024-06-04 18:36:06,Susu,Minuman & Bahan Minuman,pengeluaran,12060
TRX-3a9399bd25a7,2024-06-04 20:46:53,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,18302
TRX-9ce9eda63b69,2024-06-04 21:51:38,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20457
TRX-241819491537,2024-06-05 00:56:05,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23217
TRX-72b762873229,2024-06-05 04:25:57,Vitamin,Kesehatan,pengeluaran,21553
TRX-bc51d6e456e0,2024-06-05 05:08:39,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30623
TRX-65cd2cad8bb0,2024-06-05 05:46:21,Masker,Kesehatan,pengeluaran,3690
TRX-d49b8ce8d45d,2024-06-05 08:28:56,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10530
TRX-5ea13548ebe3,2024-06-05 09:10:13,Vitamin,Makanan & Bahan Makanan,pengeluaran,15649
TRX-42074e146169,2024-06-05 11:23:14,Bakso,Makanan & Bahan Makanan,pemasukan,30552
TRX-c4a47554a494,2024-06-05 11:42:14,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,10289
TRX-46451e4aaaef,2024-06-05 11:59:13,Bakso,Makanan & Bahan Makanan,pemasukan,25604
TRX-1c132f92227e,2024-06-05 12:46:35,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22364
TRX-df9bb27c0c37,2024-06-05 12:58:29,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,18171
TRX-aef764cfc91d,2024-06-05 14:38:21,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10862
TRX-ec7d0ec45659,2024-06-05 22:30:33,Bakso,Makanan & Bahan Makanan,pemasukan,30520
TRX-8fd98f8b46fe,2024-06-06 02:39:58,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20086
TRX-5b9cc4acfac0,2024-06-06 03:00:33,Bakso,Makanan & Bahan Makanan,pemasukan,34127
TRX-9feaf61d4374,2024-06-06 03:00:42,Soto Ayam,Makanan & Bahan Makanan,pemasukan,25960
TRX-1bb0e8f10f91,2024-06-06 04:37:41,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,10107
TRX-c377edf536aa,2024-06-06 06:10:04,Gas LPG,Makanan & Bahan Makanan,pengeluaran,22067
TRX-61342088d192,2024-06-06 07:05:51,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30412
TRX-26d36817cf4b,2024-06-06 08:35:13,Bakso,Makanan & Bahan Makanan,pemasukan,33716
TRX-50eecf8ed3dd,2024-06-06 11:38:46,Mie Ayam,Makanan & Bahan Makanan,pemasukan,29035
TRX-0bc4597e76d1,2024-06-06 12:13:41,Teh,Minuman & Bahan Minuman,pengeluaran,2523
TRX-ed47d7187523,2024-06-06 15:08:04,Soto Ayam,Makanan & Bahan Makanan,pemasukan,29032
TRX-38bf49d74696,2024-06-06 15:27:00,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28949
TRX-7518c634546d,2024-06-06 17:02:34,Susu,Minuman & Bahan Minuman,pengeluaran,12670
TRX-d3d995b8d2e8,2024-06-06 19:29:37,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,23422
TRX-f61bba387f85,2024-06-06 22:26:38,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11007
TRX-80e27b3d0781,2024-06-06 23:04:13,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27490
TRX-c81bcff943a2,2024-06-07 01:00:31,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,31371
TRX-a4d522de922b,2024-06-07 02:14:56,Es Teh,Minuman & Bahan Minuman,pemasukan,7971
TRX-92906dc49d7b,2024-06-07 06:01:11,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,8670
TRX-38e0ef01f46f,2024-06-07 06:24:28,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28895
TRX-1cec1eb97751,2024-06-07 10:28:57,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,7030
TRX-4aae7b3e178d,2024-06-07 12:09:53,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,15098
TRX-94d3c64abd0b,2024-06-07 13:40:31,Es Teh,Minuman & Bahan Minuman,pemasukan,7286
TRX-99abc5ba957d,2024-06-07 16:08:13,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25512
TRX-d9598961286c,2024-06-07 17:26:11,Mie Ayam,Makanan & Bahan Makanan,pemasukan,22219
TRX-f1628c932cbd,2024-06-07 21:02:32,Bakso,Makanan & Bahan Makanan,pemasukan,26081
TRX-53aa560037c1,2024-06-07 21:32:45,Pulpen,ATK/Administrasi,pengeluaran,2860
TRX-65e6b6f137b0,2024-06-08 02:23:06,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11545
TRX-2def07c55a6b,2024-06-08 05:09:58,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,26294
TRX-bdd7234bf218,2024-06-08 07:27:12,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18310
TRX-783e436f6b60,2024-06-08 07:44:17,Es Teh,Minuman & Bahan Minuman,pemasukan,6206
TRX-6b0fa0c1477d,2024-06-08 10:46:59,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12702
TRX-c25b0eed7651,2024-06-08 13:54:12,Vitamin,Kesehatan,pengeluaran,18430
TRX-e211fefc6adb,2024-06-08 14:25:21,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14204
TRX-48b8a225da50,2024-06-08 15:09:32,Kopi Susu,Minuman & Bahan Minuman,pemasukan,23805
TRX-b0505fff9628,2024-06-08 16:27:51,Jeruk Es,Minuman & Bahan Minuman,pemasukan,13384
TRX-5f642f43fae8,2024-06-08 16:39:11,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11866
TRX-13ecf303a10c,2024-06-08 17:11:04,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21920
TRX-f95ca527867d,2024-06-08 17:15:38,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,22321
TRX-91026f2a31e6,2024-06-08 17:22:39,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10249
TRX-3e887577ec0c,2024-06-08 19:33:05,Kopi Susu,Minuman & Bahan Minuman,pemasukan,20550
TRX-cb8213609d67,2024-06-08 21:30:11,Teh,Minuman & Bahan Minuman,pengeluaran,2822
TRX-375a2d7c1023,2024-06-08 22:36:44,Mie Ayam,Makanan & Bahan Makanan,pemasukan,24635
TRX-a05b622fb5e3,2024-06-09 01:12:35,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,26731
TRX-87661902062d,2024-06-09 01:59:43,Bakso,Makanan & Bahan Makanan,pemasukan,26048
TRX-94f0f744d572,2024-06-09 05:39:35,Kopi Susu,Minuman & Bahan Minuman,pemasukan,22423
TRX-09991122fadc,2024-06-09 06:18:55,Teh,Minuman & Bahan Minuman,pengeluaran,2626
TRX-196f17bb27c5,2024-06-09 07:12:46,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11410
TRX-4d8ae963e46d,2024-06-09 07:57:19,Es Teh,Minuman & Bahan Minuman,pemasukan,8017
TRX-a8c2e2fa98cc,2024-06-09 09:48:56,Kopi,Minuman & Bahan Minuman,pengeluaran,5207
TRX-eeb468e16a14,2024-06-09 12:18:07,Vitamin,Kesehatan,pengeluaran,10300
TRX-a4ee2be77fdf,2024-06-09 12:25:27,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14672
TRX-871de4b4bb9d,2024-06-09 12:51:40,Es Teh,Minuman & Bahan Minuman,pemasukan,9854
TRX-15211aa3a81c,2024-06-09 13:10:51,Mie Ayam,Makanan & Bahan Makanan,pemasukan,27923
TRX-8d43dddfac5f,2024-06-09 14:27:27,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,7657
TRX-43518844a784,2024-06-09 14:54:51,Soto Ayam,Makanan & Bahan Makanan,pemasukan,27743
TRX-9335e1ce36c7,2024-06-09 20:04:33,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30108
TRX-af7d6e74dd28,2024-06-09 21:40:16,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11415
TRX-bbeb920350d1,2024-06-10 05:23:02,Pulpen,ATK/Administrasi,pengeluaran,2253
TRX-04f719569a9e,2024-06-10 06:08:43,Es Teh,Minuman & Bahan Minuman,pemasukan,9480
TRX-73c7acdc13f8,2024-06-10 07:02:13,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,28071
TRX-8aa34d5e07fc,2024-06-10 11:16:44,Kopi,Minuman & Bahan Minuman,pengeluaran,9815
TRX-317b7fdba976,2024-06-10 15:00:51,Teh,Minuman & Bahan Minuman,pengeluaran,3493
TRX-e46be5c0ba35,2024-06-10 16:03:46,Teh,Minuman & Bahan Minuman,pengeluaran,3376
TRX-b0cfbd7ffe62,2024-06-10 18:46:00,Vitamin,Kesehatan,pengeluaran,14497
TRX-09c776466266,2024-06-10 21:41:42,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,27344
TRX-2407366c94c6,2024-06-10 22:12:00,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,21981
TRX-4bea99ccfcf2,2024-06-10 22:36:59,Es Teh,Minuman & Bahan Minuman,pemasukan,7365
TRX-9385aec595bf,2024-06-11 00:46:22,Es Teh,Minuman & Bahan Minuman,pemasukan,7642
TRX-c40eeb4bf87f,2024-06-11 01:22:58,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,12611
TRX-afb822a182a0,2024-06-11 06:11:55,Cabai,Makanan & Bahan Makanan,pengeluaran,19259
TRX-41bb9d5d4064,2024-06-11 06:14:20,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,28066
TRX-00b587d7cf31,2024-06-11 06:31:58,Pulpen,ATK/Administrasi,pengeluaran,3833
TRX-dfdbdbfafec5,2024-06-11 06:37:35,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,25600
TRX-5d5b95463637,2024-06-11 07:03:57,Bakso,Makanan & Bahan Makanan,pemasukan,28815
TRX-850df9edb1f2,2024-06-11 07:44:58,Bakso,Makanan & Bahan Makanan,pemasukan,29155
TRX-2232f59ad755,2024-06-11 07:56:37,Es Teh,Minuman & Bahan Minuman,pemasukan,8434
TRX-3aa72c384ada,2024-06-11 08:19:18,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14318
TRX-1ef3d3a294b7,2024-06-11 14:06:48,Susu,Minuman & Bahan Minuman,pengeluaran,13191
TRX-a582c153f4f2,2024-06-11 15:29:58,Kopi Susu,Minuman & Bahan Minuman,pemasukan,21691
TRX-fa0b8f999328,2024-06-11 17:33:24,Es Teh,Minuman & Bahan Minuman,pemasukan,6072
TRX-c5512f8d0ffe,2024-06-11 20:50:30,Vitamin,Kesehatan,pengeluaran,21665
TRX-283997e07035,2024-06-11 23:48:40,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,7774
TRX-121db2415324,2024-06-12 00:55:52,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30733
TRX-4798471cf594,2024-06-12 02:40:55,Daging Ayam,Makanan & Bahan Makanan,pengeluaran,6394
TRX-6145812bface,2024-06-12 04:42:55,Bakso,Makanan & Bahan Makanan,pemasukan,32376
TRX-4b92a59e8595,2024-06-12 04:46:06,Kopi Susu,Minuman & Bahan Minuman,pemasukan,18205
TRX-7a2f7a0f0e87,2024-06-12 06:09:17,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,27247
TRX-46f91a4e56f4,2024-06-12 06:20:47,Es Teh,Minuman & Bahan Minuman,pemasukan,8979
TRX-d36951339043,2024-06-12 06:41:53,Bakso,Makanan & Bahan Makanan,pemasukan,28816
TRX-600b77e8643e,2024-06-12 09:56:17,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,27783
TRX-089b34682852,2024-06-12 10:04:42,Teh,Minuman & Bahan Minuman,pengeluaran,2044
TRX-d717ee4b816b,2024-06-12 12:11:49,Vitamin,Kesehatan,pengeluaran,16183
TRX-22ac28f02de4,2024-06-12 15:45:58,Soto Ayam,Makanan & Bahan Makanan,pemasukan,20854
TRX-e68ea8a9de10,2024-06-12 17:01:39,Bakso,Makanan & Bahan Makanan,pemasukan,25749
TRX-8965881b41b3,2024-06-12 22:34:04,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28819
TRX-6d3ed83829e8,2024-06-13 00:56:06,Es Teh,Minuman & Bahan Minuman,pemasukan,6793
TRX-34fab49afbc2,2024-06-13 03:07:22,Gas LPG,Makanan & Bahan Makanan,pengeluaran,33389
TRX-6db4d860a355,2024-06-13 06:38:03,Pembelian Blender,Perlengkapan Operasional,pengeluaran,299923
TRX-c7c61cccc271,2024-06-13 08:28:52,Pulpen,ATK/Administrasi,pengeluaran,3356
TRX-b334fc4fddb6,2024-06-13 11:14:53,Soto Ayam,Makanan & Bahan Makanan,pemasukan,29779
TRX-472fe783e241,2024-06-13 16:46:30,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10687
TRX-41f93cb1acb3,2024-06-13 19:07:13,Cabai,Makanan & Bahan Makanan,pengeluaran,18648
TRX-34a86ac28914,2024-06-13 19:46:00,Soto Ayam,Makanan & Bahan Makanan,pemasukan,27979
TRX-75eeab11d680,2024-06-13 20:23:39,Cabai,Makanan & Bahan Makanan,pengeluaran,21571
TRX-e24d3ebd7445,2024-06-14 02:13:34,Bakso,Makanan & Bahan Makanan,pemasukan,28360
TRX-3d15082d691c,2024-06-14 05:33:04,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,23524
TRX-dcfe3a533af0,2024-06-14 06:33:01,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26041
TRX-a996a79c32f7,2024-06-14 07:04:28,Jeruk Es,Minuman & Bahan Minuman,pemasukan,14776
TRX-2c132499d86a,2024-06-14 08:24:36,Kertas Nota,ATK/Administrasi,pengeluaran,8655
TRX-58a63e0202d7,2024-06-14 09:29:23,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29290
TRX-063c04d9619e,2024-06-14 09:31:18,Kertas Nota,ATK/Administrasi,pengeluaran,8705
TRX-e218b8eae2bc,2024-06-14 09:40:21,Pulpen,ATK/Administrasi,pengeluaran,2478
TRX-872f3f715961,2024-06-14 09:40:36,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,27437
TRX-a6afd6acad79,2024-06-14 14:50:17,Jeruk Es,Minuman & Bahan Minuman,pemasukan,10465
TRX-c2483e37387c,2024-06-14 21:49:08,Teh,Minuman & Bahan Minuman,pengeluaran,2508
TRX-67325d81d694,2024-06-14 22:32:39,Matcha Latte,Minuman & Bahan Minuman,pemasukan,27442
TRX-0e5e0777732c,2024-06-15 01:37:18,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11431
TRX-b7b0b0201055,2024-06-15 08:29:25,Matcha Latte,Minuman & Bahan Minuman,pemasukan,29487
TRX-55da70df65f6,2024-06-15 09:02:58,Pulpen,ATK/Administrasi,pengeluaran,2846
TRX-667837330fe7,2024-06-15 12:27:29,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30199
TRX-7da9e75404c6,2024-06-15 12:51:40,Bakso,Makanan & Bahan Makanan,pemasukan,34600
TRX-d72ad1cf1687,2024-06-15 13:09:39,Jeruk Es,Minuman & Bahan Minuman,pemasukan,11392
TRX-10d65dab6033,2024-06-15 16:01:12,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,29197
TRX-b113d15d6d79,2024-06-15 18:48:42,Bakso,Makanan & Bahan Makanan,pemasukan,27780
TRX-02501d344045,2024-06-15 19:03:22,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,30981
TRX-1695f20f4fec,2024-06-15 20:11:33,Bakso,Makanan & Bahan Makanan,pemasukan,31875
TRX-00911c154270,2024-06-15 23:20:19,Es Teh,Minuman & Bahan Minuman,pemasukan,8542
TRX-4c1828f1d1a9,2024-06-16 09:10:05,Tinta Printer,ATK/Administrasi,pengeluaran,10873
TRX-a98ec0be3c82,2024-06-16 11:19:39,Nasi Goreng,Makanan & Bahan Makanan,pemasukan,25722
TRX-c7100427cbb0,2024-06-16 18:18:13,Matcha Latte,Minuman & Bahan Minuman,pemasukan,28642
TRX-d3771771b184,2024-06-16 23:18:20,Es Teh,Minuman & Bahan Minuman,pemasukan,7083
TRX-b806400cf050,2024-06-17 12:04:48,Bakso,Makanan & Bahan Makanan,pemasukan,29380
TRX-a99d24dca16f,2024-06-17 12:45:48,Pulpen,ATK/Administrasi,pengeluaran,2264
TRX-5891485b7fa7,2024-06-17 16:44:54,Matcha Latte,Minuman & Bahan Minuman,pemasukan,25667
TRX-750e64142cac,2024-06-17 16:49:59,Ayam Geprek,Makanan & Bahan Makanan,pemasukan,26066
TRX-d25d8d730d87,2024-06-17 16:50:40,Jeruk Es,Minuman & Bahan Minuman,pemasukan,12283
TRX-369fd1f57bde,2024-06-17 21:42:01,Minyak Goreng,Makanan & Bahan Makanan,pengeluaran,23998
TRX-bb5dac455493,2024-06-18 02:16:07,Soto Ayam,Makanan & Bahan Makanan,pemasukan,22505
TRX-ec9866f0c7b0,2024-06-18 03:04:18,Cup Plastik,Minuman & Bahan Minuman,pengeluaran,15014
TRX-cfacac7a365c,2024-06-18 06:53:34,Kopi Susu,Minuman & Bahan Minuman,pemasukan,25064
TRX-8ae55e42ba62,2024-06-18 11:40:20,Matcha Latte,Minuman & Bahan Minuman,pemasukan,26302
TRX-749918e17266,2024-06-18 12:41:11,Matcha Latte,Minuman & Bahan Minuman,pemasukan,23304
